rok,rodzaj,przedsiębiorstwa objęte badaniem,przychody z całokształtu działalności (przychody ogółem),zysk brutto,zysk netto,kredyty bankowe i pożyczki,wynik finansowy brutto,wskaźnik płynności finansowej I stopnia,przychody netto ze sprzedaży towarów i materiałów,aktywa obrotowe,zobowiązania długoterminowe,wskaźnik rentowności obrotu netto,"przychody netto ze sprzedaży produktów, towarów i materiałów",wartość sprzedanych towarów i materiałów,należności krótkoterminowe z tytułu dostaw i usług,zapasy - towary,wskaźnik poziomu kosztów,obowiązkowe obciążenia wyniku finansowego brutto - podatek dochodowy,pozostałe koszty operacyjne,koszt sprzedanych produktów,obowiązkowe obciążenia wyniku finansowego brutto,udział przychodów przedsiębiorstw wykazujących zysk netto w przychodach z całokształtu działalności,zapasy - półprodukty i produkty w toku,wynik finansowy na działalności gospodarczej,przychody netto ze sprzedaży produktów,wskaźnik rentowności sprzedaży brutto,inwestycje krótkoterminowe,zobowiązania krótkoterminowe,zapasy - produkty gotowe,pozostałe przychody operacyjne,strata brutto,koszty uzyskania przychodów z całokształtu działalności (koszty ogółem),wskaźnik płynności finansowej II stopnia,wynik finansowy netto,wskaźnik rentowności obrotu brutto,udział liczby przedsiębiorstw wykazujących zysk netto w ogólnej liczbie przedsiębiorstw,należności krótkoterminowe,"wynik finansowy ze sprzedaży produktów, towarów i materiałów",pozostałe przychody operacyjne - dotacje,koszty finansowe,wynik zdarzeń nadzwyczajnych,zapasy - materiały,"zobowiązania krótkoterminowe z tytułu podatków, ceł, ubezpieczeń i innych świadczeń",przychody finansowe,zapasy,zobowiązania krótkoterminowe z tytułu dostaw i usług,strata netto,krótkoterminowe rozliczenia międzyokresowe
2012,Ogółem,17594,2383226666000,123534335000,105437433000,111129893000,99371999000,0.341,889333598000,717571423000,240892402000,0.034,2299319073000,756088974000,264980339000,71689028000,0.958,17255059000,42650896000,1444115665000,17255059000,0.8440000000000001,27691936000,99358532000.0,1409985475000,0.043,170920500000,501072903000,38258152000,44809936000,24162336000,2283868134000,0.9740000000000001,82116940000,0.042,0.768,317338270000,99114434000,5640718000,41012599000,13467000.0,63324955000,37404437000,39097657000,203896214000,264448323000,23320493000,25416439000
2013,Ogółem,17239,2392594153000,128048544000,111047493000,115319734000,108113485000,0.35000000000000003,908902556000,737915241000,261819359000,0.038,2312285797000,765823478000,268608640000,74941831000,0.9550000000000001,15944854000,34856841000,1447109953000,16006051000,0.853,27905204000,108109638000.0,1403383241000,0.043,183072471000,523091829000,38364843000,45497014000,19935059000,2284484515000,0.968,92107434000,0.045,0.7959999999999999,323286840000,99352366000,6032229000,36694243000,3847000.0,62913672000,39922792000,34811342000,207336856000,270156821000,18940059000,24219074000
2014,Ogółem,17022,2442964745000,132352000000,115546010000,105713529000,105685934000,0.389,916013669000,768733636000,312885467000,0.037000000000000005,2359391117000,768966859000,275197842000,77538550000,0.9570000000000001,15458428000,35415661000,1484961563000,15527343000,0.821,28334818000,105539117000.0,1443377448000,0.045,201963694000,519204088000,37665924000,42031273000,26666066000,2337425628000,1.025,90158591000,0.043,0.816,330359747000,105462695000,6341224000,48081545000,146817000.0,62547968000,39712326000,41542355000,212556381000,269925817000,25387419000,23853814000
2015,Ogółem,17194,2520937778000,138473569000,120485213000,121041601000,108215150000,0.383,945918691000,806896995000,325829439000,0.036000000000000004,2444802181000,790114772000,283182854000,82032658000,0.9570000000000001,16604037000,35519860000,1543999095000,16674038000,0.856,29543764000,108177192000.0,1498883490000,0.045,212141196000,554250687000,37627215000,41134142000,30258419000,2412760586000,1.01,91541112000,0.043,0.828,347473032000,110688314000,6282049000,43126859000,37958000.0,66546710000,42246659000,35001455000,223558609000,277950921000,28944101000,23724158000
2016,Ogółem,17481,2620280824000,154837782000,134397221000,126896100000,131417689000,0.38799999999999996,988920824000,872218461000,359827082000,0.042,2537839249000,820124249000,309344138000,91484760000,0.9500000000000001,20310187000,39101218000,1590579849000,20354568000,0.8570000000000001,33829642000,,1548918425000,0.05,230952630000,594891910000,38161876000,45729728000,23420093000,2488863135000,1.02,111063121000,0.05,0.8150000000000001,375647805000,127135151000,7535030000,39057819000,,72392364000,45210676000,36711847000,240292326000,307990571000,23334100000,25325700000
2017,Ogółem,17852,2865057611000,168721363000,145290122000,132994609000,150074030000,0.384,1085735500000,956153126000,355090847000,0.044000000000000004,2771747618000,893848082000,341733059000,100895449000,0.948,23636760000,40580469000,1743154030000,23678176000,0.8740000000000001,38893490000,,1686012118000,0.049,249750313000,649548948000,41303856000,48855689000,18647333000,2714983581000,1.022,126395854000,0.052000000000000005,0.809,414355824000,134745506000,10112470000,37401000000,,79604028000,47815427000,44454304000,265097822000,340529829000,18894268000,26949167000
2018,Ogółem,17711,3057031871000,162744569000,137829094000,148427477000,137717572000,0.36200000000000004,1175735659000,1015096243000,362387678000,0.037000000000000005,2974308224000,972929470000,358380184000,111575061000,0.9550000000000001,24999480000,41459937000,1863736274000,25021252000,0.8590000000000001,41905830000,,1798572565000,0.046,253939577000,700958252000,45611735000,44927929000,25026997000,2919314299000,0.9840000000000001,112696320000,0.045,0.8059999999999999,435886611000,137642480000,8929683000,41188618000,,91012314000,49315986000,37795718000,295816578000,354348005000,25132774000,29453477000
2019,Ogółem,17739,3235515592000,169652913000,143625649000,155226596000,147310645000,0.381,1250863011000,1083662856000,421162145000,0.037000000000000005,3152983879000,1033831819000,370600343000,117444249000,0.9540000000000001,26091981000,40838979000,1975153359000,26121884000,0.876,44678163000,,1902120868000,0.046,284807572000,747584544000,49355686000,45063831000,22342268000,3088204947000,0.9890000000000001,121188761000,0.046,0.818,454184872000,143998701000,8492682000,38380790000,,95391928000,51271388000,37467882000,313217086000,375453136000,22436888000,31453326000
2020,Ogółem,17690,3206898362000,185198247000,157625363000,163687179000,142538425000,0.439,1238945839000,1144847519000,499674256000,0.036000000000000004,3107607718000,1016376528000,365175582000,118370261000,0.956,26269166000,52607313000,1942183958000,26288444000,0.8,45753095000,,1868661879000,0.048,336803087000,767793703000,48705660000,62140910000,42659822000,3064359937000,1.034,116249981000,0.044000000000000004,0.804,457094463000,149047232000,13932096000,53192138000,,99754860000,55869411000,37149734000,319396253000,375813258000,41375382000,31553716000
2011,Opieka zdrowotna i pomoc społeczna,359,9183295000,292975000,251719000,468792000,-12996000,0.331,162721000,1885448000,2300791000,-0.005,8915253000,109827000,928200000,13398000,1.002,36088000,109851000,8648559000,36088000,0.568,815000,-15049000.0,8752532000,0.018000000000000002,619136000,1871855000,2562000,227194000,305971000,9198344000,0.913,-49084000,-0.001,0.669,1089225000,156867000,52667000,330107000,2053000.0,94797000,177070000,40848000,115073000,767561000,300803000,62014000
2012,Opieka zdrowotna i pomoc społeczna,396,11053970000,452862000,393629000,776684000,265977000,0.32799999999999996,163780000,2282365000,2568060000,0.019,10652066000,121829000,1199528000,11448000,0.976,55535000,117070000,10265362000,55535000,0.701,858000,265973000.0,10488286000,0.025,719230000,2194109000,4235000,248646000,186885000,10787997000,0.9400000000000001,210442000,0.024,0.7070000000000001,1343165000,264875000,59013000,283736000,4000.0,117923000,217280000,153258000,140065000,885358000,183187000,79905000
2013,Opieka zdrowotna i pomoc społeczna,440,12992661000,614027000,528237000,691320000,366261000,0.48200000000000004,211217000,3004267000,3716258000,0.021,12548030000,149257000,1465832000,15419000,0.9720000000000001,87943000,216340000,11964569000,87943000,0.7000000000000001,1901000,364281000.0,12336813000,0.035,1090353000,2264086000,2784000,379887000,247766000,12628380000,1.2,278318000,0.027999999999999997,0.705,1627375000,434204000,89472000,298214000,1980000.0,148281000,277656000,64744000,173724000,918727000,249919000,112815000
2014,Opieka zdrowotna i pomoc społeczna,466,15157601000,645378000,572059000,706074000,303321000,0.385,190630000,3357825000,3909087000,0.016,14584600000,141143000,1678790000,21531000,0.98,68305000,251966000,14174523000,68305000,0.588,1575000,302529000.0,14393970000,0.018000000000000002,1149702000,2984591000,3151000,493660000,342057000,14855072000,0.9990000000000001,235016000,0.02,0.624,1832732000,268934000,117134000,287440000,792000.0,176342000,338151000,79341000,209465000,1291678000,337043000,165926000
2015,Opieka zdrowotna i pomoc społeczna,470,16914471000,736982000,655297000,594588000,421136000,0.505,231161000,4053053000,4947200000,0.02,16381636000,175967000,1938445000,22211000,0.975,83925000,237161000,15804312000,83925000,0.599,1251000,421187000.0,16150475000,0.025,1496040000,2961097000,2928000,461409000,315846000,16493284000,1.23,337211000,0.025,0.668,2147329000,401357000,142825000,275844000,-51000.0,204268000,363414000,71426000,252947000,1446452000,318086000,156737000
2016,Opieka zdrowotna i pomoc społeczna,475,18647124000,745102000,643143000,569223000,267949000,0.456,288075000,4345042000,5009357000,0.009000000000000001,17959704000,210031000,2186001000,28256000,0.986,100154000,360628000,17494089000,100154000,0.578,1549000,,17671629000,0.013999999999999999,1489314000,3263329000,2989000,579534000,477153000,18379175000,1.18,167795000,0.013999999999999999,0.6459999999999999,2362683000,255584000,177345000,314427000,,245278000,400396000,107886000,278855000,1724856000,475348000,214190000
2017,Opieka zdrowotna i pomoc społeczna,487,20254476000,773252000,664389000,703036000,221480000,0.528,274133000,4804080000,5224419000,0.005,19549089000,198886000,2086445000,35097000,0.9890000000000001,110483000,284722000,19188525000,110483000,0.617,1767000,,19274956000,0.008,1997202000,3781319000,3448000,601317000,551772000,20032996000,1.143,110997000,0.011000000000000001,0.653,2322958000,161678000,178595000,360863000,,263527000,476372000,104070000,308035000,1959207000,553392000,175885000
2018,Opieka zdrowotna i pomoc społeczna,476,22176877000,745760000,615677000,690290000,94267000,0.43,314813000,4810743000,4202491000,-0.001,21369379000,225956000,2176969000,31681000,0.996,123887000,263124000,21310768000,123887000,0.562,1386000,,21054566000,-0.008,1772160000,4125594000,7210000,704331000,651493000,22082610000,1.034,-29620000,0.004,0.622,2492913000,-167345000,263566000,282762000,,304762000,554484000,103167000,348848000,2110171000,645297000,196822000
2019,Opieka zdrowotna i pomoc społeczna,488,24903065000,830070000,697271000,695516000,90362000,0.433,283291000,5396336000,5203999000,-0.002,24029001000,212601000,2226357000,33540000,0.996,127868000,360336000,23937015000,127868000,0.5650000000000001,3203000,,23745710000,-0.005,1999168000,4615709000,8919000,772476000,739708000,24812703000,1.045,-37506000,0.004,0.639,2825203000,-120615000,341124000,302751000,,320585000,592427000,101588000,372347000,2197370000,734777000,199618000
2020,Opieka zdrowotna i pomoc społeczna,474,27440494000,1398322000,1172473000,958894000,714276000,0.508,232604000,6602129000,5060974000,0.018000000000000002,26035802000,172021000,2709022000,47517000,0.9740000000000001,219614000,358796000,25833399000,219614000,0.649,3199000,,25803198000,0.001,2754410000,5417891000,11808000,1236406000,684046000,26726218000,1.076,494662000,0.026000000000000002,0.599,3074624000,30382000,453421000,362002000,,518162000,786220000,168286000,591144000,2332063000,677811000,181951000
2011,Edukacja,25,414941000,22461000,19118000,16861000,2042000,0.20600000000000002,14362000,149310000,26316000,-0.006999999999999999,362655000,8782000,54908000,2166000,0.995,5115000,9234000,376960000,5115000,0.78,54000,2032000.0,348293000,-0.064,33886000,164632000,855000,43832000,20419000,412909000,0.6829999999999999,-3073000,0.005,0.68,78614000,-23087000,35413000,17933000,10000.0,3655000,9021000,8454000,7112000,50747000,22191000,29698000
2012,Edukacja,27,514913000,40651000,33729000,46801000,26174000,0.517,15523000,208608000,52745000,0.037000000000000005,465797000,7436000,54097000,4205000,0.9490000000000001,7018000,11212000,451495000,7018000,0.888,324000,26174000.0,450274000,0.015,99410000,192300000,1817000,39804000,14477000,488739000,0.8959999999999999,19156000,0.051,0.778,72936000,6866000,24531000,18596000,0.0,3593000,12748000,9312000,10296000,58644000,14573000,25966000
2013,Edukacja,48,891210000,40182000,31487000,121732000,23825000,0.44700000000000006,25626000,274280000,63054000,0.017,579195000,18719000,68930000,3596000,0.973,8629000,19293000,812771000,8629000,0.45799999999999996,396000,23825000.0,553569000,-0.436,131085000,293477000,2600000,296800000,16357000,867385000,0.807,15196000,0.027000000000000003,0.6459999999999999,105655000,-252295000,272370000,16602000,0.0,3080000,18238000,15215000,10132000,69468000,16291000,27408000
2014,Edukacja,57,1059049000,83064000,72975000,207895000,73129000,0.425,16643000,361854000,89425000,0.059000000000000004,720453000,4877000,113102000,3673000,0.9309999999999999,10512000,14678000,943417000,10512000,0.782,8598000,73325000.0,703810000,-0.316,151149000,355835000,2924000,325946000,9935000,985724000,0.8240000000000001,62617000,0.069,0.7540000000000001,142033000,-227841000,305467000,22752000,-196000.0,3129000,29455000,12650000,19161000,55916000,10358000,49511000
2015,Edukacja,57,1074203000,71401000,63940000,35255000,12376000,0.841,15593000,381350000,121172000,0.005,750288000,3960000,76587000,3351000,0.988,6622000,36758000,982049000,6622000,0.4,830000,12368000.0,734695000,-0.314,234006000,278142000,1885000,286177000,59025000,1061835000,1.2590000000000001,5754000,0.012,0.561,116070000,-235721000,272474000,39068000,8000.0,1180000,36421000,37738000,7809000,84848000,58186000,23465000
2016,Edukacja,51,1037134000,72880000,64300000,42915000,-13850000,0.615,7455000,247356000,112802000,-0.022000000000000002,684369000,3411000,64685000,1919000,1.013,9458000,118130000,916393000,9458000,0.626,1656000,,676914000,-0.344,129895000,211294000,1043000,335669000,86730000,1050984000,1.018,-23308000,-0.013000000000000001,0.667,85208000,-235435000,277979000,13050000,,3038000,32038000,17096000,9246000,65088000,87608000,23007000
2017,Edukacja,55,1129912000,66742000,57712000,42946000,16106000,0.7759999999999999,3601000,254624000,191633000,0.006,830973000,1989000,71295000,1474000,0.986,9513000,23158000,1076396000,9513000,0.693,342000,,827372000,-0.298,123560000,159321000,1104000,294312000,50636000,1113806000,1.4709999999999999,6593000,0.013999999999999999,0.782,110732000,-247412000,275659000,12263000,,665000,25159000,4627000,4690000,52241000,51119000,15642000
2018,Edukacja,61,1368122000,96086000,84738000,63354000,70875000,0.9309999999999999,6084000,394457000,101407000,0.043,965224000,4293000,103209000,1626000,0.948,12623000,17006000,1264346000,12623000,0.794,407000,,959140000,-0.314,210957000,226708000,1060000,397183000,25211000,1297247000,1.5330000000000001,58252000,0.052000000000000005,0.738,136580000,-303415000,368346000,11602000,,500000,39599000,5715000,7414000,66248000,26486000,39506000
2019,Edukacja,85,1701004000,100382000,86491000,57505000,81277000,1.2790000000000001,19386000,501486000,114948000,0.039,1230334000,17582000,123899000,3866000,0.9520000000000001,15164000,54085000,1534019000,15164000,0.886,1430000,,1210948000,-0.261,309648000,242138000,1231000,461852000,19105000,1619727000,1.916,66113000,0.048,0.765,154177000,-321267000,420568000,14041000,,1419000,41050000,8818000,9913000,70870000,20378000,27748000
2020,Edukacja,78,1312235000,115729000,99069000,29317000,104236000,1.422,4616000,452602000,97884000,0.067,796484000,4485000,78174000,334000,0.9209999999999999,16687000,28647000,1169026000,16687000,0.887,1352000,,791868000,-0.473,247245000,173851000,1020000,512233000,11493000,1207999000,2.359,87549000,0.079,0.821,162786000,-377027000,491506000,5841000,,438000,47675000,3518000,18378000,52163000,11520000,24193000
2011,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3448,662350663000,18105811000,15194612000,19692976000,15046746000,0.21,604682971000,158194701000,25513849000,0.018000000000000002,650285455000,505310510000,61755377000,54089898000,0.9770000000000001,2937239000,5598658000,129646905000,2937239000,0.8150000000000001,461437000,15036678000.0,45602484000,0.024,26441804000,125683088000,782094000,6876428000,3059065000,647313985000,0.779,12109507000,0.023,0.773,71516633000,15328040000,188484000,6757912000,10068000.0,1754322000,6921091000,5188780000,57986028000,82571967000,3085105000,2250236000
2012,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3465,695352836000,16536624000,13948382000,26770178000,12454829000,0.217,635611604000,159229187000,24892251000,0.013999999999999999,683509107000,533306790000,60208437000,56913329000,0.9820000000000001,2502582000,5928056000,136165306000,2502582000,0.793,457766000,12440782000.0,47897503000,0.021,27544751000,127094861000,855250000,6693523000,4081795000,682912054000,0.7590000000000001,9952247000,0.018000000000000002,0.745,68967014000,14037011000,191494000,7511902000,14047000.0,1806102000,6068227000,5150206000,60647758000,83738759000,3996135000,2069664000
2013,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3328,711497106000,18601962000,15884517000,26347871000,15211357000,0.21300000000000002,652072287000,164354414000,26062154000,0.018000000000000002,699431731000,543046794000,60740469000,60795832000,0.9790000000000001,2672897000,6026312000,140810839000,2672897000,0.836,452195000,15203886000.0,47359444000,0.022000000000000002,28162729000,132275759000,945127000,7327883000,3390605000,696293220000,0.7320000000000001,12538460000,0.021,0.79,68616657000,15574098000,211334000,6409275000,7471000.0,1833832000,6845150000,4737492000,65032605000,85592140000,3346057000,2542423000
2014,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3226,727189443000,20579654000,17925451000,24226999000,15997055000,0.22899999999999998,668543062000,169354304000,29933495000,0.019,716541095000,552690945000,59834016000,62639633000,0.978,2465170000,6861469000,145603096000,2465170000,0.86,475927000,15969930000.0,47998033000,0.025,30225475000,131795748000,1056746000,5707410000,4582599000,711219513000,0.7540000000000001,13531885000,0.022000000000000002,0.8150000000000001,69127956000,18247054000,212813000,6064003000,27125000.0,1820484000,7093679000,4940938000,67452670000,88081019000,4393566000,2548203000
2015,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3233,752769844000,22462292000,19467610000,29073421000,17241969000,0.239,692647431000,180371245000,31537876000,0.019,741702790000,571291642000,63436288000,66689227000,0.9770000000000001,2937121000,6987691000,151281535000,2937121000,0.846,531936000,17249239000.0,49055359000,0.026000000000000002,33391630000,139806870000,1228750000,6430452000,5220323000,735520605000,0.7590000000000001,14304848000,0.023,0.821,72715325000,19129613000,190230000,5959737000,-7270000.0,1747274000,7629519000,4636602000,71618296000,90746021000,5162762000,2645994000
2016,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3345,800093922000,26709418000,23107151000,30376601000,21879510000,0.24,732375348000,202580679000,31983255000,0.023,786569868000,599655095000,71910183000,73897778000,0.973,3751204000,7387803000,164925622000,3751204000,0.863,595159000,,54194520000,0.027999999999999997,37197430000,155157260000,1259592000,8131703000,4829908000,778214412000,0.778,18128306000,0.027000000000000003,0.8190000000000001,83487958000,21989151000,217912000,6245892000,,2132933000,8538604000,5392351000,78762101000,101479136000,4978845000,3133190000
2017,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3407,876880695000,27247612000,22988055000,28347490000,23478565000,0.256,808090192000,229996102000,33785746000,0.022000000000000002,865801705000,659936462000,80874215000,82909053000,0.973,4554575000,7046609000,180427919000,4554575000,0.8520000000000001,688229000,,57711513000,0.028999999999999998,43525179000,170257205000,1348311000,6345072000,3769047000,853402130000,0.812,18923990000,0.027000000000000003,0.8240000000000001,94652368000,25437324000,240210000,5991140000,,2331105000,9839991000,4733918000,88293066000,113264872000,4064065000,3525489000
2018,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3395,952720385000,30375065000,25266833000,35417349000,25466960000,0.24800000000000003,879223478000,243285949000,36644092000,0.021,941472044000,720684715000,83121928000,91916941000,0.973,5191592000,7452761000,193334768000,5191592000,0.861,779167000,,62248566000,0.028999999999999998,45815367000,184630145000,1423788000,7021304000,4908105000,927253425000,0.765,20275368000,0.027000000000000003,0.823,95386806000,27452561000,228060000,5781181000,,2875849000,10721581000,4227037000,98245675000,116711297000,4991465000,3838101000
2019,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3398,1002830359000,31926235000,26537405000,35563996000,28081020000,0.278,925084297000,259004346000,45263202000,0.023,992429092000,751266843000,82903272000,96671826000,0.9720000000000001,5426035000,8095576000,209900154000,5426035000,0.8790000000000001,830953000,,67344795000,0.032,54134810000,194564788000,1488280000,6594258000,3845215000,974749339000,0.78,22654985000,0.027999999999999997,0.8340000000000001,97653046000,31262095000,221369000,5486766000,,2995722000,10859948000,3807009000,103190425000,125063864000,3882420000,4026065000
2020,"Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle",3369,1012957351000,36866735000,31003137000,30503562000,31558231000,0.33,926644768000,268488330000,48470529000,0.025,997588824000,748958140000,80238396000,97548300000,0.9690000000000001,5992642000,11442090000,213704142000,5992642000,0.878,977158000,,70944056000,0.035,63079475000,191197652000,1745122000,10220699000,5308504000,981399120000,0.8320000000000001,25565589000,0.031000000000000003,0.821,95993116000,34926542000,862296000,7294748000,,3441046000,11944423000,5147828000,105335687000,124889668000,5437548000,4080052000
2011,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",263,181368513000,22043745000,18807020000,2319722000,21968816000,0.716,78445094000,57663041000,19462807000,0.10300000000000001,168573775000,71353406000,16706042000,1726276000,0.8790000000000001,3236131000,4419429000,81893028000,3236131000,0.993,56390000,21965272000.0,90128681000,0.091,23618995000,33001150000,514194000,3315236000,74929000,159403241000,1.3519999999999999,18732685000,0.121,0.863,21003359000,15327341000,61304000,1737378000,3544000.0,5731148000,4659180000,9479502000,8111350000,12110481000,74335000,4929337000
2012,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",254,187930413000,17094001000,14301585000,4548030000,16878766000,0.517,82004853000,56449782000,29274692000,0.075,178911371000,70857164000,19460916000,2001613000,0.91,2766840000,7594585000,90041097000,2766840000,0.9820000000000001,80949000,16878673000.0,96906518000,0.10099999999999999,18097885000,34972755000,795531000,3728833000,215235000,171051740000,1.188,14111926000,0.09,0.87,23444888000,18013110000,88984000,2558894000,93000.0,6843113000,4305997000,5290209000,9746680000,12823231000,189659000,5160329000
2013,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",247,189608192000,20700827000,17754788000,4200184000,19432413000,0.609,82997430000,54406239000,33576988000,0.08800000000000001,178218297000,71410539000,18289891000,1476143000,0.898,2756518000,5891926000,89723875000,2756518000,0.935,67872000,19432367000.0,95220867000,0.096,20140718000,33056029000,1018910000,3170470000,1268414000,170175825000,1.2550000000000001,16675895000,0.102,0.887,21345549000,17083883000,114616000,3149485000,46000.0,6695676000,4477549000,8219425000,9313822000,13383770000,1078893000,3606150000
2014,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",245,191180827000,23792486000,20971184000,2789640000,23370066000,0.68,73784772000,59797575000,46737041000,0.107,170958997000,66798839000,18786974000,1938330000,0.878,2845544000,4504110000,87836222000,2845544000,0.978,55759000,23370120000.0,97174225000,0.095,22878986000,33658624000,934793000,3283958000,422420000,167810707000,1.364,20524522000,0.122,0.886,23040353000,16323936000,198099000,8671536000,-54000.0,6701254000,3765579000,16937872000,9895091000,12636006000,446662000,3983145000
2015,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",237,194746362000,15400181000,13277060000,4629159000,5711167000,0.532,84909787000,57844417000,57424887000,0.024,185470546000,77275211000,18929492000,1935895000,0.971,973936000,4106366000,99888270000,973936000,0.745,82838000,5711166000.0,100560759000,0.045,19668389000,36984235000,924481000,2342230000,9689014000,189035196000,1.222,4737231000,0.028999999999999998,0.89,25508132000,8307065000,165098000,7765349000,1000.0,5609777000,3906644000,6933586000,9346042000,12905285000,8539829000,3321854000
2016,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",222,188452456000,18086214000,15633835000,9702261000,15474202000,0.55,81664058000,60313562000,63344498000,0.071,177528390000,74262182000,19692999000,1725084000,0.918,2120458000,5159222000,88076465000,2120458000,0.7440000000000001,65083000,,95864332000,0.086,23225614000,42191409000,494309000,3316154000,2612012000,172978254000,1.159,13353744000,0.08199999999999999,0.905,25662273000,15189743000,233562000,5480385000,,4912579000,4035921000,7607912000,7863667000,12737799000,2280091000,3562008000
2017,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",223,192657653000,21211396000,18717260000,9121079000,20072778000,0.521,78976359000,59120763000,64404756000,0.092,180282831000,70656506000,22480719000,1541792000,0.8959999999999999,2322040000,5253190000,93272501000,2322040000,0.9470000000000001,71826000,,101306472000,0.091,22325214000,42821794000,385820000,2719356000,1138618000,172584875000,1.1520000000000001,17750738000,0.10400000000000001,0.9009999999999999,27017187000,16353824000,263776000,3402678000,,5517157000,3670242000,9655466000,7627342000,15201342000,966522000,2151020000
2018,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",220,200603374000,15853961000,13241509000,13399765000,12825789000,0.444,83283391000,68858708000,62444359000,0.053,186500164000,76369902000,24095153000,2641689000,0.9359999999999999,2268595000,5856157000,97087604000,2268595000,0.81,67332000,,103216773000,0.07,25433283000,57258927000,615473000,3454359000,3028172000,187777585000,0.996,10557194000,0.064,0.745,31603321000,13042658000,217000000,8463922000,,6997804000,3390731000,10648851000,10468778000,18093250000,2684315000,1353326000
2019,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",220,227108949000,14616469000,12624119000,16003602000,12818098000,0.461,103500969000,77372511000,73364308000,0.048,211815301000,98320887000,24469920000,2965301000,0.9440000000000001,1964287000,5437264000,101077430000,1964287000,0.8190000000000001,79003000,,108314332000,0.059000000000000004,28135111000,61085578000,551721000,3405111000,1798371000,214290851000,1.018,10853811000,0.055999999999999994,0.705,34071684000,12416984000,240504000,9455270000,,8961331000,4236515000,11888537000,13219558000,18109740000,1770308000,1946158000
2020,"Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",210,234637136000,21321405000,17727018000,15181879000,16199585000,0.627,112952019000,83575839000,75906401000,0.054000000000000006,222517230000,107061778000,24905571000,3383144000,0.9309999999999999,3476597000,6794798000,95169343000,3476597000,0.664,82218000,,109565211000,0.091,35159996000,56079083000,553953000,5732426000,5121820000,218437551000,1.211,12722988000,0.069,0.748,32741830000,20286109000,312181000,9411632000,,8611883000,4580465000,6387480000,13128214000,17272469000,5004030000,2545799000
